1050.0	10085.714285714286	200.0
1050.0	10171.42857142857	200.0
1050.0	10257.142857142857	200.0
1135.7142857142858	10000.0	200.0
1135.7142857142858	10085.714285714286	200.0
1135.7142857142858	10171.42857142857	200.0
1135.7142857142858	10257.142857142857	200.0
1135.7142857142858	10342.857142857143	200.0
1221.428571428571	10000.0	200.0
1221.428571428571	10085.714285714286	200.0
1221.428571428571	10171.42857142857	200.0
1221.428571428571	10257.142857142857	200.0
1221.428571428571	10342.857142857143	200.0
1221.428571428571	10428.57142857143	200.0
1307.142857142857	10000.0	200.0
1307.142857142857	10085.714285714286	200.0
1307.142857142857	10171.42857142857	200.0
1307.142857142857	10257.142857142857	200.0
1307.142857142857	10342.857142857143	200.0
1307.142857142857	10428.57142857143	200.0
1307.142857142857	10514.285714285714	200.0
1392.857142857143	10000.0	200.0
1392.857142857143	10085.714285714286	200.0
1392.857142857143	10171.42857142857	200.0
1392.857142857143	10257.142857142857	200.0
1392.857142857143	10342.857142857143	200.0
1392.857142857143	10428.57142857143	200.0
1392.857142857143	10514.285714285714	200.0
1392.857142857143	10600.0	200.0
1478.5714285714284	10000.0	200.0
1478.5714285714284	10085.714285714286	200.0
1478.5714285714284	10171.42857142857	200.0
1478.5714285714284	10257.142857142857	200.0
1478.5714285714284	10342.857142857143	200.0
1478.5714285714284	10428.57142857143	200.0
1478.5714285714284	10514.285714285714	200.0
1478.5714285714284	10600.0	200.0
1564.2857142857142	10000.0	200.0
1564.2857142857142	10085.714285714286	200.0
1564.2857142857142	10171.42857142857	200.0
1564.2857142857142	10257.142857142857	200.0
1564.2857142857142	10342.857142857143	200.0
1564.2857142857142	10428.57142857143	200.0
1564.2857142857142	10514.285714285714	200.0
1650.0	10000.0	200.0
1650.0	10085.714285714286	200.0
1650.0	10171.42857142857	200.0
1650.0	10257.142857142857	200.0
1650.0	10342.857142857143	200.0
1650.0	10428.57142857143	200.0
